,execucao_id,prova_id,mago,categoria,tarefa,dificuldade,pressao,resistencia_alvo,alvo_movel,contexto,tempo_execucao_s,precisao_pct,potencia_pct,controle_pct,sucesso,dano_colateral,soma_skills
397,E00398,P038,Minerva McGonagall,Defesa,Finite Incantatem,3,6,5,0,exame,16.03,79.89,85.34,89.08,1,0,259.28
398,E00399,P039,Minerva McGonagall,Defesa,Protego Maxima,4,3,4,1,treino,15.18,78.41,84.06,83.32,1,0,252.60999999999996
399,E00400,P040,Minerva McGonagall,Defesa,Expecto Patronum,5,3,8,1,treino,16.11,74.5,66.9,72.48,0,0,215.76999999999998
400,E00401,P041,Minerva McGonagall,Encantamento,Wingardium Leviosa,1,8,1,0,missao,10.83,85.2,84.73,90.2,1,0,262.3
401,E00402,P042,Minerva McGonagall,Encantamento,Accio,2,7,3,0,missao,12.09,86.35,70.59,91.48,0,0,243.33
402,E00403,P043,Minerva McGonagall,Encantamento,Muffliato,3,1,3,0,treino,10.19,87.7,78.21,84.93,1,0,259.65000000000003
403,E00404,P044,Minerva McGonagall,Encantamento,Feitico de Desilusao,4,9,2,0,duelo_real,12.41,86.04,82.8,87.98,1,0,264.40999999999997
404,E00405,P045,Minerva McGonagall,Encantamento,Wingardium Leviosa,1,4,8,1,exame,13.83,83.96,80.23,80.55,1,0,250.91
405,E00406,P046,Minerva McGonagall,Encantamento,Accio,2,9,6,1,duelo_real,11.9,90.93,77.3,91.76,1,0,268.09000000000003
406,E00407,P047,Minerva McGonagall,Encantamento,Muffliato,3,3,1,1,treino,11.91,80.83,76.52,87.61,1,0,250.04999999999998
407,E00408,P048,Minerva McGonagall,Encantamento,Feitico de Desilusao,5,9,10,0,duelo_real,16.89,77.26,81.93,80.24,1,0,252.54000000000002
408,E00409,P049,Minerva McGonagall,Encantamento,Wingardium Leviosa,1,4,8,0,exame,13.32,82.8,79.3,88.2,1,0,256.98
409,E00410,P050,Minerva McGonagall,Encantamento,Accio,2,2,2,0,treino,10.31,88.52,82.83,87.94,1,0,264.97999999999996
410,E00411,P051,Minerva McGonagall,Encantamento,Muffliato,3,5,10,1,exame,14.63,81.33,80.09,78.68,1,0,251.47000000000003
411,E00412,P052,Minerva McGonagall,Encantamento,Feitico de Desilusao,4,10,7,1,duelo_real,15.54,80.62,80.51,75.07,1,0,245.66
412,E00413,P053,Minerva McGonagall,Encantamento,Wingardium Leviosa,1,5,3,0,exame,9.87,82.37,82.64,81.42,1,0,251.56
413,E00414,P054,Minerva McGonagall,Encantamento,Accio,2,1,7,1,treino,13.27,84.04,71.35,80.84,1,0,243.96
414,E00415,P055,Minerva McGonagall,Encantamento,Muffliato,3,1,7,0,treino,13.65,84.95,68.17,87.13,0,0,239.6
415,E00416,P056,Minerva McGonagall,Encantamento,Feitico de Desilusao,4,5,10,1,exame,14.92,82.26,85.9,87.74,0,0,258.98
416,E00417,P057,Minerva McGonagall,Encantamento,Wingardium Leviosa,1,2,2,1,treino,11.86,78.32,72.12,85.59,1,0,238.17000000000002
417,E00418,P058,Minerva McGonagall,Encantamento,Accio,2,4,2,0,exame,12.35,87.34,90.87,81.91,1,0,263.77
418,E00419,P059,Minerva McGonagall,Encantamento,Muffliato,4,4,10,0,exame,16.01,86.87,73.35,89.9,1,0,262.11
419,E00420,P060,Minerva McGonagall,Encantamento,Feitico de Desilusao,4,6,9,0,exame,15.68,88.96,74.47,84.87,1,0,259.62
420,E00421,P061,Minerva McGonagall,Transfiguracao,Reparifarge,3,1,5,0,treino,12.25,84.57,78.2,85.16,1,0,256.67999999999995
421,E00422,P062,Minerva McGonagall,Transfiguracao,Vera Verto,3,2,6,0,treino,13.07,86.99,75.75,94.06,1,0,265.73
422,E00423,P063,Minerva McGonagall,Transfiguracao,Duro,4,3,9,0,treino,14.46,81.8,84.88,94.7,1,0,273.92
423,E00424,P064,Minerva McGonagall,Transfiguracao,Piertotum Locomotor,5,6,2,1,exame,16.07,88.66,82.36,82.04,1,0,258.99
424,E00425,P065,Minerva McGonagall,Transfiguracao,Reparifarge,2,7,10,0,missao,14.53,86.57,81.97,91.47,1,0,269.48
425,E00426,P066,Minerva McGonagall,Transfiguracao,Vera Verto,3,9,1,0,duelo_real,11.22,83.23,87.13,95.4,1,0,271.53999999999996
426,E00427,P067,Minerva McGonagall,Transfiguracao,Duro,4,9,9,1,duelo_real,16.36,86.21,75.23,77.53,1,0,249.61
427,E00428,P068,Minerva McGonagall,Transfiguracao,Piertotum Locomotor,5,9,2,1,duelo_real,12.49,85.84,77.31,79.45,1,0,252.11
428,E00429,P069,Minerva McGonagall,Transfiguracao,Reparifarge,2,10,6,1,duelo_real,13.28,80.91,79.69,94.25,1,0,261.57000000000005
429,E00430,P070,Minerva McGonagall,Transfiguracao,Vera Verto,3,2,7,1,treino,14.12,83.27,83.48,81.47,1,0,257.1
430,E00431,P071,Minerva McGonagall,Transfiguracao,Duro,4,10,2,1,duelo_real,14.02,85.68,78.46,89.35,0,0,249.47
431,E00432,P072,Minerva McGonagall,Transfiguracao,Piertotum Locomotor,4,8,8,1,missao,15.23,84.71,85.22,85.07,0,0,255.77
432,E00433,P073,Minerva McGonagall,Transfiguracao,Reparifarge,2,7,2,1,missao,13.51,89.02,76.92,88.83,1,0,257.26
433,E00434,P074,Minerva McGonagall,Transfiguracao,Vera Verto,3,2,4,0,treino,13.46,84.77,82.45,85.46,1,1,249.22
434,E00435,P075,Minerva McGonagall,Transfiguracao,Duro,4,8,6,1,missao,15.22,92.46,85.67,81.41,1,0,268.31999999999994
435,E00436,P076,Minerva McGonagall,Transfiguracao,Piertotum Locomotor,5,7,8,1,missao,16.13,71.95,71.7,82.54,1,0,238.06
436,E00437,P077,Minerva McGonagall,Transfiguracao,Reparifarge,2,10,4,0,duelo_real,11.52,91.58,87.3,88.69,1,0,274.05
437,E00438,P078,Minerva McGonagall,Transfiguracao,Vera Verto,3,8,4,1,missao,12.69,77.4,84.22,86.33,0,0,245.26
438,E00439,P079,Minerva McGonagall,Transfiguracao,Duro,3,7,9,0,missao,13.98,76.95,82.25,84.83,1,0,255.04999999999998
439,E00440,P080,Minerva McGonagall,Transfiguracao,Piertotum Locomotor,5,8,4,0,missao,14.68,81.73,88.33,80.68,1,0,260.06
440,E00441,P081,Minerva McGonagall,Pocoes,Antidoto simples,1,4,4,0,exame,12.99,80.54,73.3,90.53,1,0,247.38
441,E00442,P082,Minerva McGonagall,Pocoes,Pocao Wiggenweld,3,8,3,0,missao,13.19,80.75,71.32,84.41,1,0,242.29
442,E00443,P083,Minerva McGonagall,Pocoes,Pocao Polissuco,4,6,2,1,exame,15.76,78.21,76.09,78.71,1,0,237.25
443,E00444,P084,Minerva McGonagall,Pocoes,Veritaserum,5,9,5,0,duelo_real,16.22,71.46,73.57,72.91,0,0,216.71999999999997
444,E00445,P085,Minerva McGonagall,Pocoes,Antidoto simples,1,10,3,1,duelo_real,13.93,71.74,70.49,78.42,0,0,211.71999999999997
445,E00446,P086,Minerva McGonagall,Pocoes,Pocao Wiggenweld,2,9,9,1,duelo_real,16.02,69.9,69.53,66.78,0,0,203.19
446,E00447,P087,Minerva McGonagall,Pocoes,Pocao Polissuco,4,4,8,0,exame,14.98,66.82,70.82,76.82,0,0,215.48
447,E00448,P088,Minerva McGonagall,Pocoes,Veritaserum,5,3,4,0,treino,14.99,74.35,70.67,72.67,1,0,226.7
448,E00449,P089,Minerva McGonagall,Pocoes,Antidoto simples,1,1,8,0,treino,13.38,79.04,71.68,87.07,0,0,234.41000000000003
449,E00450,P090,Minerva McGonagall,Pocoes,Pocao Wiggenweld,2,3,8,0,treino,14.84,80.53,77.98,82.46,1,0,248.12999999999997
450,E00451,P091,Minerva McGonagall,Pocoes,Pocao Polissuco,4,7,10,0,missao,16.83,76.78,68.81,74.24,0,0,221.0
451,E00452,P092,Minerva McGonagall,Pocoes,Veritaserum,5,9,3,1,duelo_real,17.72,80.87,62.32,79.2,0,0,217.67
452,E00453,P093,Minerva McGonagall,Pocoes,Antidoto simples,1,2,3,0,treino,11.92,87.17,70.9,81.59,1,0,242.74
453,E00454,P094,Minerva McGonagall,Pocoes,Pocao Wiggenweld,2,3,5,1,treino,13.52,69.73,77.12,80.82,1,0,233.15
454,E00455,P095,Minerva McGonagall,Pocoes,Pocao Polissuco,4,5,5,1,exame,15.0,77.21,61.86,80.68,1,0,227.75
455,E00456,P096,Minerva McGonagall,Pocoes,Veritaserum,5,7,2,0,missao,16.35,72.5,72.44,74.33,1,0,224.92
456,E00457,P097,Minerva McGonagall,Pocoes,Antidoto simples,1,7,1,1,missao,13.64,79.69,74.35,84.22,0,0,227.62
457,E00458,P098,Minerva McGonagall,Pocoes,Pocao Wiggenweld,2,4,10,0,exame,15.4,67.23,66.6,75.25,0,0,207.67999999999998
458,E00459,P099,Minerva McGonagall,Pocoes,Pocao Polissuco,4,6,6,0,exame,15.22,70.28,69.47,85.86,1,0,234.39000000000001
459,E00460,P100,Minerva McGonagall,Pocoes,Veritaserum,5,2,4,1,treino,17.62,73.81,73.95,77.84,1,0,231.98
460,E00461,P101,Minerva McGonagall,Cura,Episkey,2,6,6,1,exame,13.42,73.1,71.37,81.21,1,0,232.26000000000002
461,E00462,P102,Minerva McGonagall,Cura,Ferula,2,10,9,0,duelo_real,15.4,75.62,78.82,87.79,1,0,249.83
462,E00463,P103,Minerva McGonagall,Cura,Rennervate,3,5,2,0,exame,13.35,75.75,67.03,82.35,1,0,229.78
463,E00464,P104,Minerva McGonagall,Cura,Vulnera Sanentur,5,10,7,1,duelo_real,16.72,78.22,72.56,72.96,0,0,224.02
464,E00465,P105,Minerva McGonagall,Cura,Episkey,2,8,7,0,missao,14.67,75.76,70.7,81.02,1,0,233.81000000000003
465,E00466,P106,Minerva McGonagall,Cura,Ferula,2,6,2,1,exame,12.84,74.38,79.68,85.77,1,0,242.98999999999998
466,E00467,P107,Minerva McGonagall,Cura,Rennervate,2,5,9,0,exame,14.24,80.45,65.58,86.6,1,0,241.39
467,E00468,P108,Minerva McGonagall,Cura,Vulnera Sanentur,5,2,8,0,treino,16.85,68.3,73.3,80.48,0,1,213.23
468,E00469,P109,Minerva McGonagall,Cura,Episkey,1,10,9,1,duelo_real,14.51,78.9,71.66,75.28,0,0,222.33
469,E00470,P110,Minerva McGonagall,Cura,Ferula,2,2,8,0,treino,14.4,82.71,74.31,79.42,1,0,244.04
470,E00471,P111,Minerva McGonagall,Cura,Rennervate,3,10,8,0,duelo_real,16.03,81.69,75.92,77.58,1,0,243.16
471,E00472,P112,Minerva McGonagall,Cura,Vulnera Sanentur,5,8,9,1,missao,17.21,78.49,78.55,76.31,0,0,235.14
472,E00473,P113,Minerva McGonagall,Cura,Episkey,1,9,9,1,duelo_real,12.5,84.2,77.11,81.75,1,0,251.56
473,E00474,P114,Minerva McGonagall,Cura,Ferula,2,7,2,0,missao,13.33,72.49,68.12,79.3,1,0,222.58
474,E00475,P115,Minerva McGonagall,Cura,Rennervate,3,4,3,1,exame,14.14,87.88,72.01,79.52,1,0,244.26999999999998
475,E00476,P116,Minerva McGonagall,Cura,Vulnera Sanentur,5,6,1,0,exame,14.03,70.58,71.62,77.77,1,0,226.93999999999997
476,E00477,P117,Minerva McGonagall,Cura,Episkey,2,10,4,0,duelo_real,12.88,80.92,72.85,81.05,1,0,239.94
477,E00478,P118,Minerva McGonagall,Cura,Ferula,1,4,4,1,exame,13.43,85.84,77.52,89.71,0,0,245.64
478,E00479,P119,Minerva McGonagall,Cura,Rennervate,2,5,8,0,exame,14.11,81.05,66.47,77.94,1,0,233.34999999999997
479,E00480,P120,Minerva McGonagall,Cura,Vulnera Sanentur,5,1,6,1,treino,17.51,70.76,65.53,75.26,0,0,210.04000000000002
480,E00481,P001,Severus Snape,Ataque,Expelliarmus,1,10,1,0,duelo_real,9.24,84.52,83.62,83.35,1,0,255.25
481,E00482,P002,Severus Snape,Ataque,Estupefaca,3,7,9,0,missao,13.7,85.17,81.03,82.08,1,1,249.57999999999998
482,E00483,P003,Severus Snape,Ataque,Bombarda,4,3,4,0,treino,15.63,84.78,76.46,83.62,1,0,251.23000000000002
483,E00484,P004,Severus Snape,Ataque,Confringo,4,9,8,0,duelo_real,13.98,73.22,78.73,83.87,0,0,237.84
484,E00485,P005,Severus Snape,Ataque,Expelliarmus,2,4,9,1,exame,12.79,79.1,76.6,78.65,1,0,244.56000000000003
485,E00486,P006,Severus Snape,Ataque,Estupefaca,3,10,4,1,duelo_real,12.74,74.76,69.3,71.82,0,0,213.14
486,E00487,P007,Severus Snape,Ataque,Bombarda,4,6,9,1,exame,15.77,87.03,77.66,83.18,1,0,259.1
487,E00488,P008,Severus Snape,Ataque,Confringo,5,10,7,0,duelo_real,15.01,76.66,80.55,79.08,1,0,248.27999999999997
488,E00489,P009,Severus Snape,Ataque,Expelliarmus,2,4,7,0,exame,11.54,82.7,73.69,71.96,0,0,227.80999999999997
489,E00490,P010,Severus Snape,Ataque,Estupefaca,3,4,3,0,exame,12.48,87.78,78.09,80.16,1,0,252.54999999999998
490,E00491,P011,Severus Snape,Ataque,Bombarda,4,7,10,0,missao,13.83,86.55,75.7,76.33,1,0,252.74999999999997
491,E00492,P012,Severus Snape,Ataque,Confringo,4,4,4,1,exame,13.93,75.37,76.22,83.18,1,0,242.83999999999997
492,E00493,P013,Severus Snape,Ataque,Expelliarmus,2,5,2,0,exame,10.5,78.53,80.45,85.09,1,0,249.57000000000005
493,E00494,P014,Severus Snape,Ataque,Estupefaca,3,2,2,0,treino,12.66,68.46,77.83,78.96,1,0,230.59
494,E00495,P015,Severus Snape,Ataque,Bombarda,3,9,10,0,duelo_real,12.93,78.64,82.22,85.8,0,0,249.73000000000002
495,E00496,P016,Severus Snape,Ataque,Confringo,5,2,4,0,treino,14.52,83.24,73.37,80.85,1,0,246.94000000000003
496,E00497,P017,Severus Snape,Ataque,Expelliarmus,2,7,9,1,missao,13.16,76.7,78.65,78.75,1,0,243.94000000000003
497,E00498,P018,Severus Snape,Ataque,Estupefaca,3,7,1,1,missao,11.68,83.32,86.5,81.91,1,0,257.05
498,E00499,P019,Severus Snape,Ataque,Bombarda,4,9,6,0,duelo_real,13.71,81.54,88.03,79.38,1,0,259.24
499,E00500,P020,Severus Snape,Ataque,Confringo,5,10,7,1,duelo_real,16.22,72.15,68.76,86.83,1,0,238.52
500,E00501,P021,Severus Snape,Defesa,Protego,2,4,3,0,exame,13.45,92.61,77.44,87.31,1,0,260.91
501,E00502,P022,Severus Snape,Defesa,Finite Incantatem,4,6,5,1,exame,14.71,78.57,82.36,80.3,1,0,249.52
502,E00503,P023,Severus Snape,Defesa,Protego Maxima,4,6,9,1,exame,14.04,85.78,80.27,74.92,1,0,253.93000000000004
503,E00504,P024,Severus Snape,Defesa,Expecto Patronum,5,6,7,0,exame,15.73,78.28,62.84,90.71,1,0,243.1
504,E00505,P025,Severus Snape,Defesa,Protego,2,9,9,1,duelo_real,13.05,74.17,72.78,89.56,0,0,236.45999999999998
505,E00506,P026,Severus Snape,Defesa,Finite Incantatem,2,7,4,0,missao,11.76,92.67,78.93,88.24,1,1,256.08000000000004
506,E00507,P027,Severus Snape,Defesa,Protego Maxima,4,9,10,0,duelo_real,13.72,86.76,77.62,90.83,1,0,269.48999999999995
507,E00508,P028,Severus Snape,Defesa,Expecto Patronum,5,4,6,1,exame,15.5,84.96,78.61,81.55,1,0,255.62
508,E00509,P029,Severus Snape,Defesa,Protego,2,2,1,0,treino,12.63,84.65,88.14,88.26,1,0,263.42
509,E00510,P030,Severus Snape,Defesa,Finite Incantatem,3,8,8,1,missao,14.1,82.95,77.63,76.72,0,0,237.2
510,E00511,P031,Severus Snape,Defesa,Protego Maxima,3,7,4,1,missao,13.05,82.21,71.7,90.53,1,0,251.39
511,E00512,P032,Severus Snape,Defesa,Expecto Patronum,5,8,9,0,missao,13.67,80.85,75.48,75.89,1,0,247.54999999999998
512,E00513,P033,Severus Snape,Defesa,Protego,2,9,2,0,duelo_real,10.59,87.88,82.27,80.87,1,0,256.43
513,E00514,P034,Severus Snape,Defesa,Finite Incantatem,3,4,9,1,exame,15.35,79.15,74.79,88.25,1,0,251.84
514,E00515,P035,Severus Snape,Defesa,Protego Maxima,4,5,1,0,exame,11.17,83.0,79.71,88.32,1,0,258.85999999999996
515,E00516,P036,Severus Snape,Defesa,Expecto Patronum,4,9,9,1,duelo_real,14.33,83.16,80.84,85.78,1,0,262.45
516,E00517,P037,Severus Snape,Defesa,Protego,2,7,1,0,missao,11.74,87.81,83.46,73.38,1,0,247.90999999999997
517,E00518,P038,Severus Snape,Defesa,Finite Incantatem,3,6,5,0,exame,11.7,72.57,91.26,78.3,1,0,251.43
518,E00519,P039,Severus Snape,Defesa,Protego Maxima,4,3,4,1,treino,15.02,86.07,80.82,90.15,1,0,264.02
519,E00520,P040,Severus Snape,Defesa,Expecto Patronum,5,3,8,1,treino,14.45,82.27,77.62,77.76,1,0,251.2
520,E00521,P041,Severus Snape,Encantamento,Wingardium Leviosa,1,8,1,0,missao,9.83,82.94,80.89,78.06,1,0,245.05999999999997
521,E00522,P042,Severus Snape,Encantamento,Accio,2,7,3,0,missao,11.03,86.25,84.76,82.08,1,0,259.06
522,E00523,P043,Severus Snape,Encantamento,Muffliato,3,1,3,0,treino,13.3,82.11,82.05,84.22,1,0,254.07999999999998
523,E00524,P044,Severus Snape,Encantamento,Feitico de Desilusao,4,9,2,0,duelo_real,11.9,77.79,82.29,82.1,1,0,250.28
524,E00525,P045,Severus Snape,Encantamento,Wingardium Leviosa,1,4,8,1,exame,12.02,81.94,78.63,87.79,1,0,256.34000000000003
525,E00526,P046,Severus Snape,Encantamento,Accio,2,9,6,1,duelo_real,12.41,85.54,78.25,84.11,1,0,255.49000000000004
526,E00527,P047,Severus Snape,Encantamento,Muffliato,3,3,1,1,treino,11.8,81.27,76.53,84.92,1,0,247.92000000000002
527,E00528,P048,Severus Snape,Encantamento,Feitico de Desilusao,5,9,10,0,duelo_real,16.11,78.15,76.19,70.35,1,0,238.57999999999998
528,E00529,P049,Severus Snape,Encantamento,Wingardium Leviosa,1,4,8,0,exame,10.3,74.19,77.88,74.19,1,0,235.95999999999998
529,E00530,P050,Severus Snape,Encantamento,Accio,2,2,2,0,treino,10.94,88.75,68.14,81.7,1,0,243.64999999999998
530,E00531,P051,Severus Snape,Encantamento,Muffliato,3,5,10,1,exame,14.11,80.79,78.0,75.33,1,0,246.01
531,E00532,P052,Severus Snape,Encantamento,Feitico de Desilusao,4,10,7,1,duelo_real,14.87,76.61,82.03,79.72,0,0,238.48999999999998
532,E00533,P053,Severus Snape,Encantamento,Wingardium Leviosa,1,5,3,0,exame,10.16,91.26,82.27,86.92,1,0,265.28999999999996
533,E00534,P054,Severus Snape,Encantamento,Accio,2,1,7,1,treino,12.84,76.76,69.45,83.13,1,0,237.5
534,E00535,P055,Severus Snape,Encantamento,Muffliato,3,1,7,0,treino,12.8,77.37,77.67,86.08,0,0,241.32
535,E00536,P056,Severus Snape,Encantamento,Feitico de Desilusao,4,5,10,1,exame,15.12,81.15,77.97,75.13,1,0,247.13
536,E00537,P057,Severus Snape,Encantamento,Wingardium Leviosa,1,2,2,1,treino,10.47,87.04,72.8,77.91,1,0,241.28
537,E00538,P058,Severus Snape,Encantamento,Accio,2,4,2,0,exame,12.4,81.56,85.82,75.72,1,0,246.70000000000002
538,E00539,P059,Severus Snape,Encantamento,Muffliato,4,4,10,0,exame,13.87,83.33,71.13,85.2,1,0,253.78999999999996
539,E00540,P060,Severus Snape,Encantamento,Feitico de Desilusao,4,6,9,0,exame,13.91,71.17,83.02,74.08,0,0,231.35999999999999
540,E00541,P061,Severus Snape,Transfiguracao,Reparifarge,3,1,5,0,treino,14.39,86.1,84.41,88.12,1,0,265.24
541,E00542,P062,Severus Snape,Transfiguracao,Vera Verto,3,2,6,0,treino,12.13,79.19,68.43,82.05,1,0,239.54000000000002
542,E00543,P063,Severus Snape,Transfiguracao,Duro,4,3,9,0,treino,15.75,81.5,74.5,82.36,1,0,249.61
543,E00544,P064,Severus Snape,Transfiguracao,Piertotum Locomotor,5,6,2,1,exame,14.93,81.01,72.02,80.35,0,0,230.45
544,E00545,P065,Severus Snape,Transfiguracao,Reparifarge,2,7,10,0,missao,13.34,75.08,79.23,77.39,1,0,242.35999999999999
545,E00546,P066,Severus Snape,Transfiguracao,Vera Verto,3,9,1,0,duelo_real,12.2,77.94,82.29,93.75,1,0,258.78000000000003
546,E00547,P067,Severus Snape,Transfiguracao,Duro,4,9,9,1,duelo_real,16.04,74.08,77.52,81.9,1,0,244.46
547,E00548,P068,Severus Snape,Transfiguracao,Piertotum Locomotor,5,9,2,1,duelo_real,12.91,85.18,79.75,86.1,1,0,260.11999999999995
548,E00549,P069,Severus Snape,Transfiguracao,Reparifarge,2,10,6,1,duelo_real,13.3,86.47,73.42,85.06,1,0,251.64999999999998
549,E00550,P070,Severus Snape,Transfiguracao,Vera Verto,3,2,7,1,treino,12.27,79.71,86.47,81.3,1,1,248.21
550,E00551,P071,Severus Snape,Transfiguracao,Duro,4,10,2,1,duelo_real,14.06,89.13,80.03,80.22,1,0,255.32
551,E00552,P072,Severus Snape,Transfiguracao,Piertotum Locomotor,4,8,8,1,missao,14.6,82.28,75.27,79.76,0,0,238.71
552,E00553,P073,Severus Snape,Transfiguracao,Reparifarge,2,7,2,1,missao,12.06,78.41,74.14,86.04,1,0,242.53000000000003
553,E00554,P074,Severus Snape,Transfiguracao,Vera Verto,3,2,4,0,treino,12.64,77.24,81.06,84.29,1,0,249.95000000000005
554,E00555,P075,Severus Snape,Transfiguracao,Duro,4,8,6,1,missao,14.73,80.7,74.14,76.63,1,0,240.74
555,E00556,P076,Severus Snape,Transfiguracao,Piertotum Locomotor,5,7,8,1,missao,16.42,71.32,78.54,81.5,1,0,242.94
556,E00557,P077,Severus Snape,Transfiguracao,Reparifarge,2,10,4,0,duelo_real,12.21,78.08,73.6,78.55,1,0,236.02
557,E00558,P078,Severus Snape,Transfiguracao,Vera Verto,3,8,4,1,missao,12.85,81.51,79.71,86.72,1,0,255.09
558,E00559,P079,Severus Snape,Transfiguracao,Duro,3,7,9,0,missao,14.56,81.49,83.98,82.64,1,0,258.55
559,E00560,P080,Severus Snape,Transfiguracao,Piertotum Locomotor,5,8,4,0,missao,14.56,79.02,70.57,79.54,0,0,228.57
560,E00561,P081,Severus Snape,Pocoes,Antidoto simples,1,4,4,0,exame,9.31,93.47,83.85,92.99,1,0,277.0
561,E00562,P082,Severus Snape,Pocoes,Pocao Wiggenweld,3,8,3,0,missao,12.09,82.4,83.59,85.47,1,1,248.37000000000003
562,E00563,P083,Severus Snape,Pocoes,Pocao Polissuco,4,6,2,1,exame,11.47,79.46,85.52,83.28,1,0,256.78999999999996
563,E00564,P084,Severus Snape,Pocoes,Veritaserum,5,9,5,0,duelo_real,13.52,86.01,87.53,84.95,1,0,269.97
564,E00565,P085,Severus Snape,Pocoes,Antidoto simples,1,10,3,1,duelo_real,10.96,94.46,73.21,92.58,1,0,264.29
565,E00566,P086,Severus Snape,Pocoes,Pocao Wiggenweld,2,9,9,1,duelo_real,11.19,84.48,80.54,92.76,1,0,269.59000000000003
566,E00567,P087,Severus Snape,Pocoes,Pocao Polissuco,4,4,8,0,exame,13.2,81.73,90.89,83.09,1,0,268.51000000000005
567,E00568,P088,Severus Snape,Pocoes,Veritaserum,5,3,4,0,treino,14.39,85.44,75.94,91.44,1,0,262.43
568,E00569,P089,Severus Snape,Pocoes,Antidoto simples,1,1,8,0,treino,10.36,95.19,80.78,82.13,1,0,267.74
569,E00570,P090,Severus Snape,Pocoes,Pocao Wiggenweld,2,3,8,0,treino,13.21,85.66,91.98,83.69,1,0,270.12
570,E00571,P091,Severus Snape,Pocoes,Pocao Polissuco,4,7,10,0,missao,13.76,87.11,67.18,82.3,1,0,250.83000000000004
571,E00572,P092,Severus Snape,Pocoes,Veritaserum,5,9,3,1,duelo_real,11.68,81.45,79.69,76.56,1,0,249.01999999999998
572,E00573,P093,Severus Snape,Pocoes,Antidoto simples,1,2,3,0,treino,9.36,85.55,87.09,89.18,1,0,267.46
573,E00574,P094,Severus Snape,Pocoes,Pocao Wiggenweld,2,3,5,1,treino,11.65,91.26,80.14,96.69,1,0,275.44000000000005
574,E00575,P095,Severus Snape,Pocoes,Pocao Polissuco,4,5,5,1,exame,13.06,89.93,82.72,82.77,1,0,265.36
575,E00576,P096,Severus Snape,Pocoes,Veritaserum,5,7,2,0,missao,13.48,90.79,82.41,87.63,1,1,259.34999999999997
576,E00577,P097,Severus Snape,Pocoes,Antidoto simples,1,7,1,1,missao,10.2,94.71,81.9,87.45,1,0,266.86
577,E00578,P098,Severus Snape,Pocoes,Pocao Wiggenweld,2,4,10,0,exame,10.82,83.41,77.93,90.36,1,0,264.88
578,E00579,P099,Severus Snape,Pocoes,Pocao Polissuco,4,6,6,0,exame,14.25,80.85,85.92,91.98,1,0,268.5
579,E00580,P100,Severus Snape,Pocoes,Veritaserum,5,2,4,1,treino,16.07,84.44,84.36,84.26,1,0,260.99
580,E00581,P101,Severus Snape,Cura,Episkey,2,6,6,1,exame,14.17,84.72,81.52,86.43,1,0,258.5
581,E00582,P102,Severus Snape,Cura,Ferula,2,10,9,0,duelo_real,11.9,85.74,77.34,87.6,1,0,261.78
582,E00583,P103,Severus Snape,Cura,Rennervate,3,5,2,0,exame,13.54,82.63,68.45,79.97,0,0,225.51
583,E00584,P104,Severus Snape,Cura,Vulnera Sanentur,5,10,7,1,duelo_real,13.77,84.1,76.03,85.59,0,0,248.95000000000002
584,E00585,P105,Severus Snape,Cura,Episkey,2,8,7,0,missao,11.73,88.9,77.83,90.94,1,0,266.94
585,E00586,P106,Severus Snape,Cura,Ferula,2,6,2,1,exame,12.16,84.11,83.22,83.09,1,0,254.25999999999996
586,E00587,P107,Severus Snape,Cura,Rennervate,2,5,9,0,exame,11.77,75.42,78.47,81.16,0,0,236.27999999999997
587,E00588,P108,Severus Snape,Cura,Vulnera Sanentur,5,2,8,0,treino,14.17,87.47,74.55,77.14,1,0,252.98999999999998
588,E00589,P109,Severus Snape,Cura,Episkey,1,10,9,1,duelo_real,13.36,89.93,82.34,77.04,1,0,256.95
589,E00590,P110,Severus Snape,Cura,Ferula,2,2,8,0,treino,12.63,77.57,77.68,84.92,1,0,249.54000000000002
590,E00591,P111,Severus Snape,Cura,Rennervate,3,10,8,0,duelo_real,12.86,85.26,68.55,85.55,1,0,250.5
591,E00592,P112,Severus Snape,Cura,Vulnera Sanentur,5,8,9,1,missao,16.35,87.88,76.35,82.97,1,0,259.84999999999997
592,E00593,P113,Severus Snape,Cura,Episkey,1,9,9,1,duelo_real,10.79,82.41,68.82,79.94,1,0,241.38
593,E00594,P114,Severus Snape,Cura,Ferula,2,7,2,0,missao,11.89,90.89,81.85,86.94,1,0,263.79
594,E00595,P115,Severus Snape,Cura,Rennervate,3,4,3,1,exame,11.92,82.85,88.33,90.85,1,0,269.10999999999996
595,E00596,P116,Severus Snape,Cura,Vulnera Sanentur,5,6,1,0,exame,13.93,74.6,82.64,84.45,1,0,248.76
596,E00597,P117,Severus Snape,Cura,Episkey,2,10,4,0,duelo_real,10.58,86.08,83.76,87.48,1,0,264.74
597,E00598,P118,Severus Snape,Cura,Ferula,1,4,4,1,exame,10.61,90.42,76.53,77.12,1,0,249.45999999999998
598,E00599,P119,Severus Snape,Cura,Rennervate,2,5,8,0,exame,11.9,80.85,73.36,83.53,1,0,247.84
599,E00600,P120,Severus Snape,Cura,Vulnera Sanentur,5,1,6,1,treino,14.02,77.33,83.06,83.91,1,0,256.28
600,E00601,P001,Filius Flitwick,Ataque,Expelliarmus,1,10,1,0,duelo_real,10.11,91.68,79.44,80.72,1,0,254.73000000000002
